station_uid,date,maxt,mint,pcpn,snow,snwd,avgt,freeze_day,above_freezing,obs_year,obs_month,obs_day,obs_dayofyear,maxt_7_day,mint_7_day,avgt_7_day,precip_7_day,obs_count_7_day,maxt_30_day,mint_30_day,avgt_30_day,precip_30_day,obs_count_30_day
10395,2021-03-04 00:00:00.746,21,3,0,0,,12,1,0,2021,1,27,27,37,-3,13.8571428571429,0.17,7,39,-4,19.2333333333333,0.27,30
10395,2021-03-04 00:00:00.747,15,2,0,0,6,8.5,1,0,2021,1,28,28,37,-2,14.5714285714286,0.17,7,39,-4,19.0833333333333,0.27,30
10395,2021-03-04 00:00:00.748,22,4,0,0,,13,1,0,2021,1,29,29,33,-2,12.4285714285714,0.17,7,39,-3,19.05,0.27,30
10395,2021-03-04 00:00:00.749,25,16,0,0,,20.5,1,0,2021,1,30,30,25,-2,12,0.17,7,39,-3,19.0166666666667,0.17,30
10395,2021-03-04 00:00:00.750,31,24,0,0,,27.5,1,0,2021,1,31,31,25,2,14.2142857142857,0.17,7,39,-3,19.25,0.17,30
10395,2021-03-04 00:00:00.751,33,25,0,0,5,29,1,1,2021,2,1,32,31,2,16,0,7,39,-3,19.65,0.17,30
10395,2021-03-04 00:00:00.752,27,19,,,,23,1,0,2021,2,2,33,33,2,17.7857142857143,0,7,39,-3,20.1833333333333,0.17,30
10395,2021-03-04 00:00:00.753,22,13,,,,17.5,1,0,2021,2,3,34,33,2,19.0714285714286,0,7,39,-3,20.3333333333333,0.17,30
10395,2021-03-04 00:00:00.754,34,14,,,,24,1,1,2021,2,4,35,33,2,19.8571428571429,0,7,39,-3,20.1833333333333,0.17,30
10395,2021-03-04 00:00:00.755,25,4,,,,14.5,1,0,2021,2,5,36,34,4,22.0714285714286,0,7,39,-3,20.2,0.17,30
10395,2021-03-04 00:00:00.756,9,-3,,,,3,1,0,2021,2,6,37,34,4,22.2857142857143,0,7,39,-3,19.9666666666667,0.17,30
10395,2021-03-04 00:00:00.757,0,-23,,,,-11.5,1,0,2021,2,7,38,34,-3,19.7857142857143,0,7,39,-3,19.1833333333333,0.17,30
10395,2021-03-04 00:00:00.758,-3,-20,,,,-11.5,1,0,2021,2,8,39,34,-23,14.2142857142857,0,7,39,-23,18.1333333333333,0.17,30
10395,2021-03-04 00:00:00.759,0,-16,,,,-8,1,0,2021,2,9,40,34,-23,8.42857142857143,0,7,39,-23,17.1666666666667,0.17,30
10395,2021-03-04 00:00:00.760,7,-8,,,,-0.5,1,0,2021,2,10,41,34,-23,4,0,7,39,-23,16.3,0.17,30
10395,2021-03-04 00:00:00.761,7,-14,,,,-3.5,1,0,2021,2,11,42,34,-23,1.42857142857143,0,7,39,-23,15.55,0.17,30
10395,2021-03-04 00:00:00.762,1,-15,,,,-7,1,0,2021,2,12,43,25,-23,-2.5,0,7,39,-23,14.6333333333333,0.17,30
10395,2021-03-04 00:00:00.763,-4,-14,,,,-9,1,0,2021,2,13,44,9,-23,-5.57142857142857,0,7,39,-23,13.5666666666667,0.17,30
10395,2021-03-04 00:00:00.764,-2,-19,,,,-10.5,1,0,2021,2,14,45,7,-23,-7.28571428571429,0,7,37,-23,12.15,0.17,30
10395,2021-03-04 00:00:00.765,-5,-22,,,,-13.5,1,0,2021,2,15,46,7,-20,-7.14285714285714,0,7,37,-23,10.7333333333333,0.17,30
10395,2021-03-04 00:00:00.766,0,-21,,0,7,-10.5,1,0,2021,2,16,47,7,-22,-7.42857142857143,0,7,37,-23,9.23333333333333,0.17,30
10395,2021-03-04 00:00:00.767,10,-15,,,,-2.5,1,0,2021,2,17,48,7,-22,-7.78571428571429,0,7,37,-23,8.1,0.17,30
10395,2021-03-04 00:00:00.768,9,-5,,,,2,1,0,2021,2,18,49,10,-22,-8.07142857142857,0,7,37,-23,7.33333333333333,0.17,30
10395,2021-03-04 00:00:00.769,15,-3,,,,6,1,0,2021,2,19,50,10,-22,-7.28571428571429,0,7,37,-23,6.78333333333333,0.17,30
10395,2021-03-04 00:00:00.770,16,-14,,,,1,1,0,2021,2,20,51,15,-22,-5.42857142857143,0,7,37,-23,6.75,0.17,30
10395,2021-03-04 00:00:00.771,23,-9,,,,7,1,0,2021,2,21,52,16,-22,-4,0,7,34,-23,6,0.17,30
10395,2021-03-04 00:00:00.772,26,20,,1.8,8,23,1,0,2021,2,22,53,23,-22,-1.5,0,7,34,-23,5.7,0.17,30
10395,2021-03-04 00:00:00.773,39,22,,,,30.5,1,1,2021,2,23,54,26,-21,3.71428571428571,0,7,34,-23,6.3,0.17,30
10395,2021-03-04 00:00:00.774,38,27,,,,32.5,1,1,2021,2,24,55,39,-15,9.57142857142857,0,7,39,-23,6.81666666666667,0,30
10395,2021-03-04 00:00:00.775,38,18,,,,28,1,1,2021,2,25,56,39,-14,14.5714285714286,0,7,39,-23,7.35,0,30
10395,2021-03-04 00:00:00.776,33,18,,,,25.5,1,1,2021,2,26,57,39,-14,18.2857142857143,0,7,39,-23,7.81666666666667,0,30
10395,2021-03-04 00:00:00.777,37,22,,,,29.5,1,1,2021,2,27,58,39,-14,21.0714285714286,0,7,39,-23,8.26666666666667,0,30
10395,2021-03-04 00:00:00.778,43,24,,,,33.5,1,1,2021,2,28,59,39,-9,25.1428571428571,0,7,39,-23,8.96666666666667,0,30
10395,2021-03-04 00:00:00.779,32,12,,0.5,5,22,1,0,2021,3,1,60,43,18,28.9285714285714,0,7,43,-23,9.65,0,30
10395,2021-03-04 00:00:00.780,25,11,0,0,,18,1,0,2021,3,2,61,43,12,28.7857142857143,0,7,43,-23,9.7,0,30
10395,2021-03-04 00:00:00.781,41,24,0,0,,32.5,1,1,2021,3,3,62,43,11,27,0,7,43,-23,9.38333333333333,0,30
10395,2021-03-04 00:00:00.782,47,28,0,0,,37.5,1,1,2021,3,4,63,43,11,27,0,7,43,-23,9.5,0,30
10395,2021-03-04 00:00:00.783,44,30,0,0,,37,1,1,2021,3,5,64,47,11,28.3571428571429,0,7,47,-23,9.98333333333333,0,30
10395,2021-03-04 00:00:00.784,43,21,0,0,,32,1,1,2021,3,6,65,47,11,30,0,7,47,-23,10.6333333333333,0,30
10395,2021-03-04 00:00:00.785,45,25,0,0,,35,1,1,2021,3,7,66,47,11,30.3571428571429,0,7,47,-23,10.9,0,30
10395,2021-03-04 00:00:00.786,56,33,0,0,0,44.5,0,1,2021,3,8,67,47,11,30.5714285714286,0,7,47,-23,11.5833333333333,0,30
10395,2021-03-04 00:00:00.787,54,34,0,0,,44,0,1,2021,3,9,68,56,11,33.7857142857143,0,7,56,-23,12.9666666666667,0,30
10395,2021-03-04 00:00:00.788,59,40,0.14,0,0,49.5,0,1,2021,3,10,69,56,21,37.5,0,7,56,-22,14.8166666666667,0,30
10395,2021-03-04 00:00:00.789,59,40,0.41,0,0,49.5,0,1,2021,3,11,70,59,21,39.9285714285714,0.14,7,59,-22,16.85,0.14,30
10395,2021-03-04 00:00:00.790,46,32,0,0,0,39,1,1,2021,3,12,71,59,21,41.6428571428571,0.55,7,59,-22,18.7666666666667,0.55,30
10395,2021-03-04 00:00:00.791,46,26,0,0,0,36,1,1,2021,3,13,72,59,21,41.9285714285714,0.55,7,59,-22,20.0833333333333,0.55,30
10395,2021-03-04 00:00:00.792,44,27,0,0,0,35.5,1,1,2021,3,14,73,59,25,42.5,0.55,7,59,-22,21.4,0.55,30
10395,2021-03-04 00:00:00.793,57,35,0,0,0,46,0,1,2021,3,15,74,59,26,42.5714285714286,0.55,7,59,-22,22.8166666666667,0.55,30
10395,2021-03-04 00:00:00.794,45,27,,,,36,1,1,2021,3,16,75,59,26,42.7857142857143,0.55,7,59,-22,24.65,0.55,30
10395,2021-03-04 00:00:00.795,35,27,,,,31,1,1,2021,3,17,76,59,26,41.6428571428571,0.55,7,59,-22,26.2,0.55,30
10395,2021-03-04 00:00:00.796,41,30,0,0,,35.5,1,1,2021,3,18,77,59,26,39,0.41,7,59,-21,27.6833333333333,0.55,30
10395,2021-03-04 00:00:00.797,51,24,0,0,0,37.5,1,1,2021,3,19,78,57,26,37,0,7,59,-15,29.2166666666667,0.55,30
10395,2021-03-04 00:00:00.798,49,26,0,0,0,37.5,1,1,2021,3,20,79,57,24,36.7857142857143,0,7,59,-14,30.55,0.55,30
10395,2021-03-04 00:00:00.799,55,33,0,0,0,44,0,1,2021,3,21,80,57,24,37,0,7,59,-14,31.7333333333333,0.55,30
10395,2021-03-04 00:00:00.800,62,33,0,0,0,47.5,0,1,2021,3,22,81,57,24,38.2142857142857,0,7,59,-14,33,0.55,30
10395,2021-03-04 00:00:00.801,58,33,,0,0,45.5,0,1,2021,3,23,82,62,24,38.4285714285714,0,7,62,-9,34.55,0.55,30
10395,2021-03-04 00:00:00.802,58,40,,0,0,49,0,1,2021,3,24,83,62,24,39.7857142857143,0,7,62,11,35.8333333333333,0.55,30
10395,2021-03-04 00:00:00.803,41,29,,0,0,35,1,1,2021,3,25,84,62,24,42.3571428571429,0,7,62,11,36.7,0.55,30
10395,2021-03-04 00:00:00.804,51,27,,0,0,39,1,1,2021,3,26,85,62,24,42.2857142857143,0,7,62,11,36.85,0.55,30
10395,2021-03-04 00:00:00.805,46,27,,0,0,36.5,1,1,2021,3,27,86,62,26,42.5,0,7,62,11,37.0666666666667,0.55,30
10395,2021-03-04 00:00:00.806,46,31,,0,0,38.5,1,1,2021,3,28,87,62,27,42.3571428571429,0,7,62,11,37.35,0.55,30
10395,2021-03-04 00:00:00.807,44,31,0,0,0,37.5,1,1,2021,3,29,88,62,27,41.5714285714286,0,7,62,11,37.7833333333333,0.55,30
10395,2021-03-04 00:00:00.808,71,31,,0,0,51,1,1,2021,3,30,89,58,27,40.1428571428571,0,7,62,11,38.05,0.55,30
10395,2021-03-04 00:00:00.809,41,22,0,0,0,31.5,1,1,2021,3,31,90,71,27,40.9285714285714,0,7,71,11,38.6333333333333,0.55,30
10395,2021-03-04 00:00:00.810,34,16,0,0,0,25,1,1,2021,4,1,91,71,22,38.4285714285714,0,7,71,11,38.95,0.55,30
10395,2021-03-04 00:00:00.811,43,18,0,0,0,30.5,1,1,2021,4,2,92,71,16,37,0,7,71,16,39.1833333333333,0.55,30
10395,2021-03-04 00:00:00.812,60,33,0,0,0,46.5,0,1,2021,4,3,93,71,16,35.7857142857143,0,7,71,16,39.1166666666667,0.55,30
10395,2021-03-04 00:00:00.813,69,36,0,0,0,52.5,0,1,2021,4,4,94,71,16,37.2142857142857,0,7,71,16,39.4166666666667,0.55,30
10395,2021-03-04 00:00:00.814,80,39,0,0,0,59.5,0,1,2021,4,5,95,71,16,39.2142857142857,0,7,71,16,39.9333333333333,0.55,30
10395,2021-03-04 00:00:00.815,85,48,0.14,0,0,66.5,0,1,2021,4,6,96,80,16,42.3571428571429,0,7,80,16,40.85,0.55,30
10395,2021-03-04 00:00:00.816,71,51,0.9,0,0,61,0,1,2021,4,7,97,85,16,44.5714285714286,0.14,7,85,16,41.9,0.69,30
10395,2021-03-04 00:00:00.817,73,52,0.11,0,0,62.5,0,1,2021,4,8,98,85,16,48.7857142857143,1.04,7,85,16,42.45,1.59,30
10395,2021-03-04 00:00:00.818,65,43,0.16,0,0,54,0,1,2021,4,9,99,85,18,54.1428571428571,1.15,7,85,16,43.0666666666667,1.7,30
10395,2021-03-04 00:00:00.819,51,41,,0,0,46,0,1,2021,4,10,100,85,33,57.5,1.31,7,85,16,43.2166666666667,1.72,30
10395,2021-03-04 00:00:00.820,46,41,,0,0,43.5,0,1,2021,4,11,101,85,36,57.4285714285714,1.31,7,85,16,43.1,1.31,30
10395,2021-03-04 00:00:00.821,53,42,,0,0,47.5,0,1,2021,4,12,102,85,39,56.1428571428572,1.31,7,85,16,43.25,1.31,30
10395,2021-03-04 00:00:00.822,44,32,,0,0,38,1,1,2021,4,13,103,85,41,54.4285714285714,1.31,7,85,16,43.6333333333333,1.31,30
10395,2021-03-04 00:00:00.823,36,29,,,,32.5,1,1,2021,4,14,104,73,32,50.3571428571429,1.17,7,85,16,43.7166666666667,1.31,30
10395,2021-03-04 00:00:00.824,47,30,,0,0,38.5,1,1,2021,4,15,105,73,29,46.2857142857143,0.27,7,85,16,43.2666666666667,1.31,30
10395,2021-03-04 00:00:00.825,50,35,0,0,0,42.5,0,1,2021,4,16,106,65,29,42.8571428571429,0.16,7,85,16,43.35,1.31,30
10395,2021-03-04 00:00:00.826,58,32,0,0,0,45,1,1,2021,4,17,107,53,29,41.2142857142857,0,7,85,16,43.7333333333333,1.31,30
10395,2021-03-04 00:00:00.827,59,34,,0,0,46.5,0,1,2021,4,18,108,58,29,41.0714285714286,0,7,85,16,44.05,1.31,30
10395,2021-03-04 00:00:00.828,64,32,,0,0,48,1,1,2021,4,19,109,59,29,41.5,0,7,85,16,44.35,1.31,30
10395,2021-03-04 00:00:00.829,39,27,0,0,0,33,1,1,2021,4,20,110,64,29,41.5714285714286,0,7,85,16,44.7,1.31,30
10395,2021-03-04 00:00:00.830,41,24,,0,0,32.5,1,1,2021,4,21,111,64,27,40.8571428571429,0,7,85,16,44.3333333333333,1.31,30
10395,2021-03-04 00:00:00.831,42,29,,0,0,35.5,1,1,2021,4,22,112,64,24,40.8571428571429,0,7,85,16,43.8333333333333,1.31,30
10395,2021-03-04 00:00:00.832,64,39,,0,0,51.5,0,1,2021,4,23,113,64,24,40.4285714285714,0,7,85,16,43.5,1.31,30
10395,2021-03-04 00:00:00.833,48,38,,0,0,43,0,1,2021,4,24,114,64,24,41.7142857142857,0,7,85,16,43.5833333333333,1.31,30
10395,2021-03-04 00:00:00.834,48,25,,0,0,36.5,1,1,2021,4,25,115,64,24,41.4285714285714,0,7,85,16,43.85,1.31,30
10395,2021-03-04 00:00:00.835,44,31,,0,0,37.5,1,1,2021,4,26,116,64,24,40,0,7,85,16,43.7666666666667,1.31,30
10395,2021-03-04 00:00:00.836,50,39,,0,0,44.5,0,1,2021,4,27,117,64,24,38.5,0,7,85,16,43.8,1.31,30
10395,2021-03-04 00:00:00.837,51,37,,0,0,44,0,1,2021,4,28,118,64,24,40.1428571428571,0,7,85,16,44,1.31,30
10395,2021-03-04 00:00:00.838,61,39,0,0,0,50,0,1,2021,4,29,119,64,25,41.7857142857143,0,7,85,16,44.2166666666667,1.31,30
10395,2021-03-04 00:00:00.839,66,39,0,0,0,52.5,0,1,2021,4,30,120,64,25,43.8571428571429,0,7,85,16,44.1833333333333,1.31,30
10395,2021-03-04 00:00:00.840,60,40,0,0,0,50,0,1,2021,5,1,121,66,25,44,0,7,85,16,44.8833333333333,1.31,30
10395,2021-03-04 00:00:00.841,88,51,0,0,0,69.5,0,1,2021,5,2,122,66,25,45,0,7,85,18,45.7166666666667,1.31,30
10395,2021-03-04 00:00:00.842,67,51,0,0,0,59,0,1,2021,5,3,123,88,31,49.7142857142857,0,7,88,24,47.0166666666667,1.31,30
10395,2021-03-04 00:00:00.843,66,40,0,0,0,53,0,1,2021,5,4,124,88,37,52.7857142857143,0,7,88,24,47.4333333333333,1.31,30
10395,2021-03-04 00:00:00.844,59,33,0,0,0,46,0,1,2021,5,5,125,88,37,54,0,7,88,24,47.45,1.31,30
10395,2021-03-04 00:00:00.845,55,37,0.08,0,0,46,0,1,2021,5,6,126,88,33,54.2857142857143,0,7,88,24,47,1.31,30
10395,2021-03-04 00:00:00.846,61,37,0,0,0,49,0,1,2021,5,7,127,88,33,53.7142857142857,0.08,7,88,24,46.3166666666667,1.25,30
10395,2021-03-04 00:00:00.847,56,29,0,0,0,42.5,1,1,2021,5,8,128,88,33,53.2142857142857,0.08,7,88,24,45.9166666666667,0.35,30
10395,2021-03-04 00:00:00.848,57,34,0,0,0,45.5,0,1,2021,5,9,129,88,29,52.1428571428571,0.08,7,88,24,45.25,0.24,30
10395,2021-03-04 00:00:00.849,62,41,0,0,0,51.5,0,1,2021,5,10,130,67,29,48.7142857142857,0.08,7,88,24,44.9666666666667,0.08,30
10395,2021-03-04 00:00:00.850,55,30,0,0,0,42.5,1,1,2021,5,11,131,66,29,47.6428571428571,0.08,7,88,24,45.15,0.08,30
10395,2021-03-04 00:00:00.851,61,38,0,0,0,49.5,0,1,2021,5,12,132,62,29,46.1428571428572,0.08,7,88,24,45.1166666666667,0.08,30
10395,2021-03-04 00:00:00.852,68,40,0,0,0,54,0,1,2021,5,13,133,62,29,46.6428571428571,0.08,7,88,24,45.1833333333333,0.08,30
10395,2021-03-04 00:00:00.853,71,49,0,0,0,60,0,1,2021,5,14,134,68,29,47.7857142857143,0,7,88,24,45.7166666666667,0.08,30
10395,2021-03-04 00:00:00.854,70,48,0,0,0,59,0,1,2021,5,15,135,71,29,49.3571428571429,0,7,88,24,46.6333333333333,0.08,30
10395,2021-03-04 00:00:00.855,74,49,0,0,0,61.5,0,1,2021,5,16,136,71,30,51.7142857142857,0,7,88,24,47.3166666666667,0.08,30
10395,2021-03-04 00:00:00.856,74,47,0,0,0,60.5,0,1,2021,5,17,137,74,30,54,0,7,88,24,47.95,0.08,30
10395,2021-03-04 00:00:00.857,80,53,0,0,0,66.5,0,1,2021,5,18,138,74,30,55.2857142857143,0,7,88,24,48.4666666666667,0.08,30
10395,2021-03-04 00:00:00.858,71,60,,0,0,65.5,0,1,2021,5,19,139,80,38,58.7142857142857,0,7,88,24,49.1333333333333,0.08,30
10395,2021-03-04 00:00:00.859,76,63,,0,0,69.5,0,1,2021,5,20,140,80,40,61,0,7,88,24,49.7166666666667,0.08,30
10395,2021-03-04 00:00:00.860,73,62,,0,0,67.5,0,1,2021,5,21,141,80,47,63.2142857142857,0,7,88,24,50.9333333333333,0.08,30
10395,2021-03-04 00:00:00.861,79,64,,0,0,71.5,0,1,2021,5,22,142,80,47,64.2857142857143,0,7,88,25,52.1,0.08,30
10395,2021-03-04 00:00:00.862,82,66,,0,0,74,0,1,2021,5,23,143,80,47,66.0714285714286,0,7,88,25,53.3,0.08,30
10395,2021-03-04 00:00:00.863,80,64,,0,0,72,0,1,2021,5,24,144,82,47,67.8571428571429,0,7,88,25,54.05,0.08,30
10395,2021-03-04 00:00:00.864,85,62,,0,0,73.5,0,1,2021,5,25,145,82,53,69.5,0,7,88,25,55.0166666666667,0.08,30
10395,2021-03-04 00:00:00.865,85,54,,0,0,69.5,0,1,2021,5,26,146,85,60,70.5,0,7,88,29,56.25,0.08,30
10395,2021-03-04 00:00:00.866,64,45,,0,0,54.5,0,1,2021,5,27,147,85,54,71.0714285714286,0,7,88,29,57.3166666666667,0.08,30
10395,2021-03-04 00:00:00.867,45,37,,0,0,41,0,1,2021,5,28,148,85,45,68.9285714285714,0,7,88,29,57.65,0.08,30
10395,2021-03-04 00:00:00.868,59,38,,0,0,48.5,0,1,2021,5,29,149,85,37,65.1428571428571,0,7,88,29,57.55,0.08,30
10395,2021-03-04 00:00:00.869,65,46,,0,0,55.5,0,1,2021,5,30,150,85,37,61.8571428571429,0,7,88,29,57.5,0.08,30
10395,2021-03-04 00:00:00.870,58,48,,0,0,53,0,1,2021,5,31,151,85,37,59.2142857142857,0,7,88,29,57.6,0.08,30
10395,2021-03-04 00:00:00.871,77,47,0,0,0,62,0,1,2021,6,1,152,85,37,56.5,0,7,88,29,57.7,0.08,30
10395,2021-03-04 00:00:00.872,78,54,0,0,0,66,0,1,2021,6,2,153,85,37,54.8571428571429,0,7,85,29,57.45,0.08,30
10395,2021-03-04 00:00:00.873,83,57,0,0,0,70,0,1,2021,6,3,154,78,37,54.3571428571429,0,7,85,29,57.6833333333333,0.08,30
10395,2021-03-04 00:00:00.874,90,70,0,0,0,80,0,1,2021,6,4,155,83,37,56.5714285714286,0,7,85,29,58.25,0.08,30
10395,2021-03-04 00:00:00.875,96,73,0,0,0,84.5,0,1,2021,6,5,156,90,38,62.1428571428571,0,7,90,29,59.3833333333333,0.08,30
10395,2021-03-04 00:00:00.876,97,72,0,0,0,84.5,0,1,2021,6,6,157,96,46,67.2857142857143,0,7,96,29,60.6666666666667,0,30
10395,2021-03-04 00:00:00.877,92,71,0,0,0,81.5,0,1,2021,6,7,158,97,47,71.4285714285714,0,7,97,29,61.85,0,30
10395,2021-03-04 00:00:00.878,94,70,0,0,0,82,0,1,2021,6,8,159,97,47,75.5,0,7,97,30,63.15,0,30
10395,2021-03-04 00:00:00.879,96,68,0,0,0,82,0,1,2021,6,9,160,97,54,78.3571428571429,0,7,97,30,64.3666666666667,0,30
10395,2021-03-04 00:00:00.880,95,70,0.05,0,0,82.5,0,1,2021,6,10,161,97,57,80.6428571428571,0,7,97,30,65.3833333333333,0,30
10395,2021-03-04 00:00:00.881,97,73,0,0,0,85,0,1,2021,6,11,162,97,68,82.4285714285714,0.05,7,97,37,66.7166666666667,0.05,30
10395,2021-03-04 00:00:00.882,90,61,0,0,0,75.5,0,1,2021,6,12,163,97,68,83.1428571428571,0.05,7,97,37,67.9,0.05,30
10395,2021-03-04 00:00:00.883,85,54,0,0,0,69.5,0,1,2021,6,13,164,97,61,81.8571428571429,0.05,7,97,37,68.6166666666667,0.05,30
10395,2021-03-04 00:00:00.884,95,55,0,0,0,75,0,1,2021,6,14,165,97,54,79.7142857142857,0.05,7,97,37,68.9333333333333,0.05,30
10395,2021-03-04 00:00:00.885,85,59,0,0,0,72,0,1,2021,6,15,166,97,54,78.7857142857143,0.05,7,97,37,69.4666666666667,0.05,30
10395,2021-03-04 00:00:00.886,81,58,0,0,0,69.5,0,1,2021,6,16,167,97,54,77.3571428571429,0.05,7,97,37,69.8166666666667,0.05,30
10395,2021-03-04 00:00:00.887,89,66,0,0,0,77.5,0,1,2021,6,17,168,97,54,75.5714285714286,0.05,7,97,37,70.1166666666667,0.05,30
10395,2021-03-04 00:00:00.888,89,60,,0,0,74.5,0,1,2021,6,18,169,97,54,74.8571428571429,0,7,97,37,70.4833333333333,0.05,30
10395,2021-03-04 00:00:00.889,89,61,,0,0,75,0,1,2021,6,19,170,95,54,73.3571428571429,0,7,97,37,70.7833333333333,0.05,30
10395,2021-03-04 00:00:00.890,79,59,,0,0,69,0,1,2021,6,20,171,95,54,73.2857142857143,0,7,97,37,70.9666666666667,0.05,30
10395,2021-03-04 00:00:00.891,74,52,,0,0,63,0,1,2021,6,21,172,95,55,73.2142857142857,0,7,97,37,71.0166666666667,0.05,30
10395,2021-03-04 00:00:00.892,67,45,0,0,0,56,0,1,2021,6,22,173,89,52,71.5,0,7,97,37,70.7333333333333,0.05,30
10395,2021-03-04 00:00:00.893,76,54,0,0,0,65,0,1,2021,6,23,174,89,45,69.2142857142857,0,7,97,37,70.1333333333333,0.05,30
10395,2021-03-04 00:00:00.894,88,59,0,0,0,73.5,0,1,2021,6,24,175,89,45,68.5714285714286,0,7,97,37,69.9,0.05,30
10395,2021-03-04 00:00:00.895,88,62,0,0,0,75,0,1,2021,6,25,176,89,45,68,0,7,97,37,69.9,0.05,30
10395,2021-03-04 00:00:00.896,85,65,0,0,0,75,0,1,2021,6,26,177,89,45,68.0714285714286,0,7,97,37,70.0833333333333,0.05,30
10395,2021-03-04 00:00:00.897,73,62,,0,0,67.5,0,1,2021,6,27,178,88,45,68.0714285714286,0,7,97,37,70.7666666666667,0.05,30
10395,2021-03-04 00:00:00.898,80,61,,0,0,70.5,0,1,2021,6,28,179,88,45,67.8571428571429,0,7,97,38,71.65,0.05,30
10395,2021-03-04 00:00:00.899,84,66,,0,0,75,0,1,2021,6,29,180,88,45,68.9285714285714,0,7,97,45,72.3833333333333,0.05,30
10395,2021-03-04 00:00:00.900,83,62,,0,0,72.5,0,1,2021,6,30,181,88,54,71.6428571428571,0,7,97,45,73.0333333333333,0.05,30
10395,2021-03-04 00:00:00.901,85,62,0,0,0,73.5,0,1,2021,7,1,182,88,59,72.7142857142857,0,7,97,45,73.6833333333333,0.05,30
10395,2021-03-04 00:00:00.902,86,58,0,0,0,72,0,1,2021,7,2,183,88,61,72.7142857142857,0,7,97,45,74.0666666666667,0.05,30
10395,2021-03-04 00:00:00.903,84,58,0,0,0,71,0,1,2021,7,3,184,86,58,72.2857142857143,0,7,97,45,74.2666666666667,0.05,30
10395,2021-03-04 00:00:00.904,86,65,0,0,0,75.5,0,1,2021,7,4,185,86,58,71.7142857142857,0,7,97,45,74.3,0.05,30
10395,2021-03-04 00:00:00.905,91,70,0,0,0,80.5,0,1,2021,7,5,186,86,58,72.8571428571429,0,7,97,45,74.15,0.05,30
10395,2021-03-04 00:00:00.906,94,68,0,0,0,81,0,1,2021,7,6,187,91,58,74.2857142857143,0,7,97,45,74.0166666666667,0.05,30
10395,2021-03-04 00:00:00.907,79,54,1,0,0,66.5,0,1,2021,7,7,188,94,58,75.1428571428571,0,7,97,45,73.9,0.05,30
10395,2021-03-04 00:00:00.908,63,52,0,0,0,57.5,0,1,2021,7,8,189,94,54,74.2857142857143,1,7,97,45,73.4,1.05,30
10395,2021-03-04 00:00:00.909,72,57,0,0,0,64.5,0,1,2021,7,9,190,94,52,72,1,7,97,45,72.5833333333333,1.05,30
10395,2021-03-04 00:00:00.910,76,59,0,0,0,67.5,0,1,2021,7,10,191,94,52,70.9285714285714,1,7,97,45,72,1.05,30
10395,2021-03-04 00:00:00.911,79,55,0,0,0,67,0,1,2021,7,11,192,94,52,70.4285714285714,1,7,97,45,71.5,1,30
10395,2021-03-04 00:00:00.912,82,53,0,0,0,67.5,0,1,2021,7,12,193,94,52,69.2142857142857,1,7,95,45,70.9,1,30
10395,2021-03-04 00:00:00.913,81,55,0,0,0,68,0,1,2021,7,13,194,94,52,67.3571428571429,1,7,95,45,70.6333333333333,1,30
10395,2021-03-04 00:00:00.914,84,62,0,0,0,73,0,1,2021,7,14,195,82,52,65.5,1,7,95,45,70.5833333333333,1,30
10395,2021-03-04 00:00:00.915,70,60,0.18,0,0,65,0,1,2021,7,15,196,84,52,66.4285714285714,0,7,94,45,70.5166666666667,1,30
10395,2021-03-04 00:00:00.916,81,54,0,0,0,67.5,0,1,2021,7,16,197,84,53,67.5,0.18,7,94,45,70.2833333333333,1.18,30
10395,2021-03-04 00:00:00.917,85,55,0,0,0,70,0,1,2021,7,17,198,84,53,67.9285714285714,0.18,7,94,45,70.2166666666667,1.18,30
10395,2021-03-04 00:00:00.918,85,56,0,0,0,70.5,0,1,2021,7,18,199,85,53,68.2857142857143,0.18,7,94,45,69.9666666666667,1.18,30
10395,2021-03-04 00:00:00.919,86,58,0,0,0,72,0,1,2021,7,19,200,85,53,68.7857142857143,0.18,7,94,45,69.8333333333333,1.18,30
10395,2021-03-04 00:00:00.920,87,63,0,0,0,75,0,1,2021,7,20,201,86,54,69.4285714285714,0.18,7,94,45,69.7333333333333,1.18,30
10395,2021-03-04 00:00:00.921,89,63,0,0,0,76,0,1,2021,7,21,202,87,54,70.4285714285714,0.18,7,94,45,69.9333333333333,1.18,30
10395,2021-03-04 00:00:00.922,83,64,0,0,0,73.5,0,1,2021,7,22,203,89,54,70.8571428571429,0.18,7,94,45,70.3666666666667,1.18,30
10395,2021-03-04 00:00:00.923,85,68,0.03,0,0,76.5,0,1,2021,7,23,204,89,54,72.0714285714286,0,7,94,52,70.95,1.18,30
10395,2021-03-04 00:00:00.924,94,71,,0,0,82.5,0,1,2021,7,24,205,89,55,73.3571428571429,0.03,7,94,52,71.3333333333333,1.21,30
10395,2021-03-04 00:00:00.925,91,58,,0,0,74.5,0,1,2021,7,25,206,94,56,75.1428571428571,0.03,7,94,52,71.6333333333333,1.21,30
10395,2021-03-04 00:00:00.926,90,65,,0,0,77.5,0,1,2021,7,26,207,94,58,75.7142857142857,0.03,7,94,52,71.6166666666667,1.21,30
10395,2021-03-04 00:00:00.927,89,71,0,0,0,80,0,1,2021,7,27,208,94,58,76.5,0.03,7,94,52,71.7,1.21,30
